
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
86:E4:D9:DF:DE:E8, 2022-08-11 18:14:11, 2022-08-11 18:14:11, -86,        2, (not associated) ,
0A:1A:41:80:49:22, 2022-08-11 18:14:11, 2022-08-11 18:14:11, -91,        2, (not associated) ,
0A:FF:BA:4D:59:2F, 2022-08-11 18:13:59, 2022-08-11 18:13:59, -86,        2, (not associated) ,
DE:D3:64:E3:A1:79, 2022-08-11 18:13:59, 2022-08-11 18:13:59, -89,        1, (not associated) ,
66:9D:50:EA:2F:42, 2022-08-11 18:13:59, 2022-08-11 18:13:59, -90,        2, (not associated) ,
0E:4C:A5:BC:96:46, 2022-08-11 18:13:47, 2022-08-11 18:13:47, -89,        2, (not associated) ,
1E:CD:4F:2B:AF:11, 2022-08-11 18:12:20, 2022-08-11 18:13:09, -86,        5, (not associated) ,
A8:96:75:E4:EF:A3, 2022-08-11 18:13:11, 2022-08-11 18:13:11, -88,        2, (not associated) ,
4A:65:69:F9:13:2C, 2022-08-11 18:12:44, 2022-08-11 18:12:58, -87,       26, D8:C6:78:25:A2:27,VIVOFIBRA-A220-5G
EE:90:48:9A:5D:1B, 2022-08-11 10:42:44, 2022-08-11 18:12:46, -90,      105, A2:B5:3C:1C:A3:D6,ESCRITORIO_5G
06:76:B3:F8:E5:43, 2022-08-11 18:12:47, 2022-08-11 18:12:47, -91,        3, (not associated) ,2303,Iphone
9E:91:FB:3F:F1:0C, 2022-08-11 18:12:33, 2022-08-11 18:12:33, -88,        2, (not associated) ,
3E:BD:A4:35:CF:43, 2022-08-11 18:12:20, 2022-08-11 18:12:20, -87,        2, (not associated) ,
58:D9:C3:9B:4F:B7, 2022-08-11 18:12:22, 2022-08-11 18:12:22, -89,        2, (not associated) ,
58:D9:C3:A7:24:B0, 2022-08-11 18:12:22, 2022-08-11 18:12:22, -91,        2, (not associated) ,
2E:E4:2A:5C:4A:EA, 2022-08-11 18:12:07, 2022-08-11 18:12:07, -88,        2, (not associated) ,
AA:B9:2F:B9:C6:51, 2022-08-11 18:11:21, 2022-08-11 18:11:21, -89,        2, (not associated) ,
62:07:98:EF:B5:CC, 2022-08-11 18:11:10, 2022-08-11 18:11:10, -89,        1, (not associated) ,
E2:54:25:E3:9F:98, 2022-08-11 18:10:58, 2022-08-11 18:10:58, -89,        1, (not associated) ,
46:44:1B:0F:8C:CA, 2022-08-11 18:10:45, 2022-08-11 18:10:45, -91,        1, (not associated) ,
16:F4:04:88:29:D2, 2022-08-11 18:10:10, 2022-08-11 18:10:10, -87,        1, (not associated) ,
9A:AB:30:78:CF:27, 2022-08-11 12:00:05, 2022-08-11 18:09:46, -89,     2664, A2:B5:3C:1C:A3:D6,ESCRITORIO_5G
6E:E1:6F:A0:04:3F, 2022-08-11 18:09:20, 2022-08-11 18:09:20, -88,        1, (not associated) ,#NET-CLARO-WIFI
6E:47:EE:39:21:E2, 2022-08-11 18:09:07, 2022-08-11 18:09:07, -85,        1, (not associated) ,
E6:45:B7:AF:5F:40, 2022-08-11 18:09:07, 2022-08-11 18:09:07, -89,        2, (not associated) ,
16:C2:FC:66:F1:91, 2022-08-11 18:09:10, 2022-08-11 18:09:10, -90,        1, (not associated) ,
16:9F:9A:2B:28:A4, 2022-08-11 18:08:59, 2022-08-11 18:08:59, -86,        1, (not associated) ,
1A:94:F0:62:EF:F8, 2022-08-11 18:08:59, 2022-08-11 18:08:59, -86,        2, (not associated) ,
0E:B7:6C:A1:58:60, 2022-08-11 18:08:57, 2022-08-11 18:08:57, -89,        1, (not associated) ,
1E:B5:93:C8:68:0F, 2022-08-11 18:08:56, 2022-08-11 18:08:56, -90,        2, (not associated) ,
FC:64:3A:18:E9:AE, 2022-08-11 18:08:42, 2022-08-11 18:08:46, -88,        3, (not associated) ,
46:83:58:02:8B:89, 2022-08-11 18:08:43, 2022-08-11 18:08:43, -91,        2, (not associated) ,
C2:56:D8:92:F3:42, 2022-08-11 18:08:31, 2022-08-11 18:08:31, -82,        3, (not associated) ,
3A:E7:57:9E:06:69, 2022-08-11 12:20:30, 2022-08-11 18:08:35, -87,       15, (not associated) ,ESCRITORIO_2G
CE:72:CC:60:CD:F0, 2022-08-11 18:07:23, 2022-08-11 18:07:23, -89,        2, (not associated) ,
E2:C1:33:8B:A2:FC, 2022-08-11 18:07:21, 2022-08-11 18:07:21, -89,        1, (not associated) ,
8E:80:17:66:AF:79, 2022-08-11 18:07:08, 2022-08-11 18:07:08, -89,        2, (not associated) ,
26:02:EE:8E:C9:2C, 2022-08-11 18:06:55, 2022-08-11 18:06:55, -89,        1, (not associated) ,
EC:A9:07:3C:BE:10, 2022-08-11 18:06:43, 2022-08-11 18:06:43, -87,        2, 46:EB:2E:F4:30:75,
90:73:5A:69:09:DD, 2022-08-11 18:06:20, 2022-08-11 18:06:46, -91,       14, (not associated) ,
50:98:39:E0:89:0A, 2022-08-11 10:54:36, 2022-08-11 18:06:36, -90,        5, 98:1E:19:B9:A5:9D,
5E:10:17:85:51:86, 2022-08-11 18:06:09, 2022-08-11 18:06:09, -90,        2, (not associated) ,
56:65:A6:48:44:F1, 2022-08-11 18:05:57, 2022-08-11 18:05:57, -83,        2, (not associated) ,
DE:2F:21:25:85:88, 2022-08-11 18:05:59, 2022-08-11 18:05:59, -90,        1, (not associated) ,
76:34:CE:5E:DD:C3, 2022-08-11 18:05:43, 2022-08-11 18:05:43, -87,        2, (not associated) ,
6E:E6:EE:58:16:B7, 2022-08-11 18:05:43, 2022-08-11 18:05:43, -89,        1, (not associated) ,
8A:30:55:80:17:D1, 2022-08-11 18:05:32, 2022-08-11 18:05:32, -84,        4, (not associated) ,
DA:CE:3A:83:83:C3, 2022-08-11 18:05:34, 2022-08-11 18:05:34, -90,        2, (not associated) ,
0C:CB:85:68:82:06, 2022-08-11 18:05:21, 2022-08-11 18:05:21, -89,        2, (not associated) ,
82:8D:A4:C8:83:57, 2022-08-11 18:05:20, 2022-08-11 18:05:20, -91,        1, (not associated) ,
52:38:18:26:6E:CB, 2022-08-11 18:05:19, 2022-08-11 18:05:19, -91,        1, (not associated) ,
8E:B8:A3:93:CF:BF, 2022-08-11 18:05:19, 2022-08-11 18:05:19, -91,        1, (not associated) ,
0C:CB:85:D2:70:81, 2022-08-11 18:05:07, 2022-08-11 18:05:07, -74,        1, (not associated) ,
0C:CB:85:8D:21:CA, 2022-08-11 18:04:56, 2022-08-11 18:04:56, -78,        2, (not associated) ,
0E:56:8D:64:10:7F, 2022-08-11 15:05:01, 2022-08-11 18:04:57, -89,       11, (not associated) ,Familia_Campos,CLARO_2G875C1C
BC:6A:D1:C9:4D:A4, 2022-08-11 18:04:44, 2022-08-11 18:04:45, -86,        3, (not associated) ,#NET-CLARO-WIFI
F2:75:71:81:29:CE, 2022-08-11 16:47:12, 2022-08-11 18:04:46, -88,     1478, A2:B5:3C:1C:A3:06,
42:FB:49:8E:CB:F2, 2022-08-11 18:04:43, 2022-08-11 18:04:43, -90,        1, (not associated) ,
3A:E2:DC:1D:F9:EB, 2022-08-11 18:04:34, 2022-08-11 18:04:34, -87,        1, (not associated) ,
0C:CB:85:27:C6:35, 2022-08-11 18:04:32, 2022-08-11 18:04:32, -91,        1, (not associated) ,
DE:5F:E4:98:8B:44, 2022-08-11 18:03:56, 2022-08-11 18:03:56, -88,        1, (not associated) ,
02:00:00:00:00:00, 2022-08-11 10:45:21, 2022-08-11 18:03:56, -88,       31, (not associated) ,Familia_Campos
4A:DD:E2:2D:6A:D3, 2022-08-11 10:42:33, 2022-08-11 18:03:46, -86,      853, A2:B5:3C:1C:A3:06,{J'?>X}Lk/ 8[e,TECHLASER MEDICAL_5G,jvll quartos
C6:25:FC:B1:66:AD, 2022-08-11 14:33:46, 2022-08-11 18:03:43, -90,      178, A2:B5:3C:1C:A3:06,TECHLASER MEDICAL_5G
E2:3F:F4:6B:EC:61, 2022-08-11 18:03:34, 2022-08-11 18:03:34, -88,        1, (not associated) ,
8A:80:DB:E6:1F:E2, 2022-08-11 18:03:34, 2022-08-11 18:03:34, -90,        1, (not associated) ,
9E:F3:53:2F:4B:60, 2022-08-11 18:02:44, 2022-08-11 18:02:44, -89,        2, (not associated) ,
5A:00:33:84:A2:E8, 2022-08-11 18:02:31, 2022-08-11 18:02:31,  -1,        1, 74:3A:EF:70:D3:32,
3E:DE:54:1C:9B:6B, 2022-08-11 18:02:32, 2022-08-11 18:02:32, -83,        2, (not associated) ,
0E:A6:F9:83:13:D0, 2022-08-11 18:02:32, 2022-08-11 18:02:32, -84,        2, (not associated) ,
EA:4F:A4:3D:66:BE, 2022-08-11 18:02:34, 2022-08-11 18:02:34, -87,        2, (not associated) ,
1A:89:A2:10:6C:BD, 2022-08-11 18:02:07, 2022-08-11 18:02:33, -88,       11, (not associated) ,
DA:F0:90:9B:17:AE, 2022-08-11 18:02:32, 2022-08-11 18:02:32, -89,        2, (not associated) ,
AA:3E:9B:19:31:04, 2022-08-11 18:02:22, 2022-08-11 18:02:22, -73,        2, (not associated) ,
76:CB:57:7F:51:50, 2022-08-11 18:02:10, 2022-08-11 18:02:10, -77,        2, (not associated) ,
FA:5A:6F:B6:46:76, 2022-08-11 18:02:07, 2022-08-11 18:02:07, -83,        2, (not associated) ,
1E:75:7E:95:8A:26, 2022-08-11 18:01:56, 2022-08-11 18:01:56, -83,        1, (not associated) ,
DA:72:34:68:44:15, 2022-08-11 18:01:00, 2022-08-11 18:01:00, -79,        1, (not associated) ,
EA:37:C7:13:FA:FB, 2022-08-11 18:01:00, 2022-08-11 18:01:00, -79,        2, (not associated) ,
A2:F8:53:F9:83:DB, 2022-08-11 18:00:58, 2022-08-11 18:00:58, -89,        1, 98:1E:19:B9:A5:9D,
0A:B6:F5:3C:D7:9B, 2022-08-11 18:00:44, 2022-08-11 18:00:44, -87,        1, (not associated) ,
8E:37:BD:B8:16:94, 2022-08-11 18:00:44, 2022-08-11 18:00:44, -90,        2, (not associated) ,
62:0F:2E:C3:71:70, 2022-08-11 18:00:43, 2022-08-11 18:00:43, -91,        1, (not associated) ,
4E:79:3F:1E:6C:CB, 2022-08-11 18:00:32, 2022-08-11 18:00:32, -90,        1, (not associated) ,
00:D7:6D:07:43:BF, 2022-08-11 10:50:43, 2022-08-11 17:58:43, -88,       36, (not associated) ,ESCRITORIO_2G
16:C1:43:E1:D7:7B, 2022-08-11 17:58:45, 2022-08-11 17:58:45, -90,        1, (not associated) ,
92:86:33:CB:CC:37, 2022-08-11 17:58:32, 2022-08-11 17:58:32, -90,        1, (not associated) ,
62:43:1B:E0:1C:F0, 2022-08-11 17:58:20, 2022-08-11 17:58:20, -88,        2, (not associated) ,
60:68:4E:C3:37:CE, 2022-08-11 17:00:02, 2022-08-11 17:58:09, -70,       17, (not associated) ,
90:70:65:99:65:46, 2022-08-11 11:04:08, 2022-08-11 17:57:55, -88,       10, (not associated) ,
68:C4:4D:7D:31:2D, 2022-08-11 17:57:35, 2022-08-11 17:57:35, -87,        2, (not associated) ,
A2:D0:A3:15:AF:93, 2022-08-11 14:30:46, 2022-08-11 17:57:21,  -1,       37, A2:B5:3C:1C:A3:06,
E6:E9:92:E0:2A:A9, 2022-08-11 17:57:08, 2022-08-11 17:57:08, -79,        2, (not associated) ,
DA:A1:19:9C:CF:F7, 2022-08-11 17:56:44, 2022-08-11 17:56:44, -83,        2, (not associated) ,
1E:47:8B:AF:1D:5F, 2022-08-11 17:41:18, 2022-08-11 17:56:44, -84,       19, (not associated) ,
4E:D9:48:03:0F:61, 2022-08-11 17:56:47, 2022-08-11 17:56:47, -90,        1, (not associated) ,
0A:17:ED:80:75:C5, 2022-08-11 17:56:43, 2022-08-11 17:56:43, -91,        2, 2C:95:69:68:75:AC,
DA:A1:19:83:4F:C0, 2022-08-11 17:56:33, 2022-08-11 17:56:33, -86,        2, (not associated) ,N.S.D.A
6E:08:DA:32:1F:B2, 2022-08-11 17:56:20, 2022-08-11 17:56:20, -88,        2, (not associated) ,
86:E9:A6:79:D7:61, 2022-08-11 17:55:42, 2022-08-11 17:56:19, -90,       12, (not associated) ,
6E:6F:83:2A:80:B3, 2022-08-11 17:56:12, 2022-08-11 17:56:12, -88,        2, (not associated) ,
AA:F4:B6:16:DF:55, 2022-08-11 17:56:09, 2022-08-11 17:56:09, -89,        4, (not associated) ,
72:2A:0B:FD:40:13, 2022-08-11 17:56:07, 2022-08-11 17:56:07, -90,        2, (not associated) ,
52:B3:E3:84:9A:62, 2022-08-11 17:55:57, 2022-08-11 17:55:57, -90,        2, (not associated) ,
0E:35:9F:06:B5:CF, 2022-08-11 17:55:32, 2022-08-11 17:55:32, -85,        2, (not associated) ,
6E:69:8D:02:04:37, 2022-08-11 17:55:32, 2022-08-11 17:55:32, -89,        2, (not associated) ,
9A:4B:78:83:2C:D0, 2022-08-11 10:53:22, 2022-08-11 17:55:09, -88,       32, A2:B5:3C:1C:A3:D6,ESCRITORIO_5G
0E:C9:0E:FD:6E:EB, 2022-08-11 17:55:08, 2022-08-11 17:55:08, -89,        3, (not associated) ,#NET-CLARO-WIFI
00:0C:E7:1B:DC:3C, 2022-08-11 17:54:56, 2022-08-11 17:54:56, -88,        4, (not associated) ,Conect@1234*
DE:4E:FE:AF:7B:33, 2022-08-11 17:54:44, 2022-08-11 17:54:44, -85,        4, (not associated) ,intelbras
B2:EA:6F:EC:12:51, 2022-08-11 17:54:43, 2022-08-11 17:54:43, -86,        2, (not associated) ,
D6:00:46:80:12:8C, 2022-08-11 17:54:48, 2022-08-11 17:54:48, -89,        1, (not associated) ,
A2:41:40:57:4E:62, 2022-08-11 17:54:31, 2022-08-11 17:54:31, -91,        1, (not associated) ,
0C:CB:85:3B:CD:B6, 2022-08-11 17:54:20, 2022-08-11 17:54:20, -81,        3, (not associated) ,
A6:92:5F:01:FC:3B, 2022-08-11 17:54:20, 2022-08-11 17:54:20, -85,        2, (not associated) ,
0E:9E:54:23:80:AB, 2022-08-11 17:54:19, 2022-08-11 17:54:21, -87,       24, 8C:44:4F:F6:48:CB,MMI Corretores 5GHz
64:32:A8:88:3D:D5, 2022-08-11 12:08:06, 2022-08-11 17:54:08,  -1,     3045, A2:B5:3C:1C:A3:D6,
52:98:39:4A:4A:39, 2022-08-11 17:53:55, 2022-08-11 17:53:55, -86,        2, (not associated) ,
FE:E7:BB:C2:F9:36, 2022-08-11 17:53:57, 2022-08-11 17:53:57, -91,        2, (not associated) ,
FE:E7:2E:11:6C:DB, 2022-08-11 17:53:36, 2022-08-11 17:53:36, -91,        2, (not associated) ,
3A:06:DD:69:30:3E, 2022-08-11 17:53:23, 2022-08-11 17:53:23, -89,        2, (not associated) ,
04:92:26:52:43:C6, 2022-08-11 12:46:41, 2022-08-11 17:53:24, -90,        9, (not associated) ,ATUAL _ OI FIBRA
DA:57:5C:5C:EA:C5, 2022-08-11 17:53:08, 2022-08-11 17:53:08, -79,        2, (not associated) ,
3A:E9:33:0A:A2:7D, 2022-08-11 17:52:56, 2022-08-11 17:52:56, -83,        2, (not associated) ,
C0:8C:71:99:D9:94, 2022-08-11 11:08:02, 2022-08-11 17:52:47, -81,       23, (not associated) ,
B6:F7:01:18:EB:F2, 2022-08-11 17:52:35, 2022-08-11 17:52:35, -85,        1, (not associated) ,
82:CC:A6:F0:8B:45, 2022-08-11 17:52:32, 2022-08-11 17:52:32, -85,        3, (not associated) ,
42:02:36:B3:B3:6A, 2022-08-11 17:52:19, 2022-08-11 17:52:19, -85,        1, (not associated) ,#NET-CLARO-WIFI
42:D1:6B:99:7D:E8, 2022-08-11 17:52:20, 2022-08-11 17:52:20, -87,        2, (not associated) ,
9A:0F:34:0E:9B:4D, 2022-08-11 17:51:59, 2022-08-11 17:51:59, -88,        4, (not associated) ,3C melhor que 3a
4E:8F:C9:7A:60:B7, 2022-08-11 17:51:46, 2022-08-11 17:51:46, -84,        1, (not associated) ,
0E:43:5F:B5:32:4F, 2022-08-11 17:50:32, 2022-08-11 17:51:08, -86,       12, (not associated) ,
8A:22:25:41:56:6C, 2022-08-11 17:51:07, 2022-08-11 17:51:07, -90,        1, (not associated) ,
E8:A0:CD:98:9D:09, 2022-08-11 12:31:00, 2022-08-11 17:50:59,  -1,        2, 14:6B:9A:16:6E:02,
90:73:5A:F4:C9:20, 2022-08-11 17:50:44, 2022-08-11 17:50:44, -73,        1, (not associated) ,
6E:F1:36:6F:C5:16, 2022-08-11 17:50:43, 2022-08-11 17:50:43, -81,        1, (not associated) ,
0E:5F:14:B1:BB:8F, 2022-08-11 17:50:44, 2022-08-11 17:50:44, -89,        2, (not associated) ,
22:3B:6B:F2:A8:49, 2022-08-11 17:50:31, 2022-08-11 17:50:31, -89,        2, (not associated) ,
B2:A7:36:12:BE:D8, 2022-08-11 11:02:58, 2022-08-11 17:50:19, -88,      318, 8C:44:4F:F6:48:CB,MMI Corretores 5GHz
26:0A:05:B7:3F:0C, 2022-08-11 17:48:12, 2022-08-11 17:48:12, -89,        1, (not associated) ,
1A:F4:0B:6B:C7:70, 2022-08-11 17:47:56, 2022-08-11 17:47:56, -83,        1, (not associated) ,
58:20:59:83:BC:0C, 2022-08-11 11:39:54, 2022-08-11 17:44:59, -84,      141, 86:7E:CA:00:3A:AE,
86:AD:D4:90:64:04, 2022-08-11 17:44:43, 2022-08-11 17:44:44, -92,       13, (not associated) ,AI DENTRO
F6:4D:BA:CC:97:51, 2022-08-11 17:44:31, 2022-08-11 17:44:31, -86,        4, (not associated) ,
9C:3D:92:D6:DD:CF, 2022-08-11 17:44:32, 2022-08-11 17:44:32, -92,        1, (not associated) ,GCT ADVOCACIA
52:81:E0:7C:C9:4C, 2022-08-11 17:43:31, 2022-08-11 17:43:31, -88,        2, (not associated) ,
16:6F:E2:A6:6B:57, 2022-08-11 13:08:51, 2022-08-11 17:42:57,  -1,      118, 86:7E:CA:15:63:4E,
B4:C4:FC:53:90:A6, 2022-08-11 17:42:40, 2022-08-11 17:42:55, -82,        4, (not associated) ,
52:0D:DE:9A:0C:5C, 2022-08-11 17:42:55, 2022-08-11 17:42:55, -89,        2, (not associated) ,
AA:DE:7C:04:D8:75, 2022-08-11 17:42:58, 2022-08-11 17:42:58, -91,        2, (not associated) ,
8E:50:01:2B:23:19, 2022-08-11 17:42:36, 2022-08-11 17:42:36, -87,        2, (not associated) ,
52:47:A2:31:21:01, 2022-08-11 17:42:35, 2022-08-11 17:42:35, -90,        1, (not associated) ,
52:98:39:3B:9C:3D, 2022-08-11 17:42:19, 2022-08-11 17:42:19, -89,        2, (not associated) ,
42:55:D3:1F:E1:DD, 2022-08-11 17:41:55, 2022-08-11 17:41:55, -89,        2, (not associated) ,
2A:50:18:35:70:A8, 2022-08-11 17:41:46, 2022-08-11 17:41:46, -84,        2, (not associated) ,
92:78:0A:7B:88:01, 2022-08-11 17:41:31, 2022-08-11 17:41:31, -77,        1, (not associated) ,
0E:44:36:22:A4:24, 2022-08-11 17:40:55, 2022-08-11 17:40:55, -90,        1, (not associated) ,
E2:42:30:F4:A8:CE, 2022-08-11 17:40:47, 2022-08-11 17:40:47, -90,        2, (not associated) ,
7E:94:19:7F:53:75, 2022-08-11 17:40:36, 2022-08-11 17:40:36, -81,        2, (not associated) ,
C6:66:0D:F1:FD:D4, 2022-08-11 17:40:31, 2022-08-11 17:40:31, -91,        1, (not associated) ,
5A:C5:4A:39:7D:E6, 2022-08-11 17:40:23, 2022-08-11 17:40:23, -90,        2, (not associated) ,
EA:D7:49:41:36:7C, 2022-08-11 17:40:11, 2022-08-11 17:40:11, -90,        2, (not associated) ,
96:1E:7A:F9:61:16, 2022-08-11 17:39:57, 2022-08-11 17:39:57, -90,        2, (not associated) ,
9A:AE:B2:19:91:73, 2022-08-11 17:39:32, 2022-08-11 17:39:32, -87,        1, (not associated) ,
6A:BE:DD:BE:1C:F3, 2022-08-11 17:39:35, 2022-08-11 17:39:35, -90,        2, (not associated) ,
DA:C2:A6:DA:21:6F, 2022-08-11 17:39:23, 2022-08-11 17:39:23, -87,        2, (not associated) ,
72:44:E1:73:94:65, 2022-08-11 17:39:11, 2022-08-11 17:39:11, -82,        2, (not associated) ,
4E:44:2E:61:33:16, 2022-08-11 17:39:10, 2022-08-11 17:39:10, -89,        2, (not associated) ,
5C:CD:5B:98:FF:D5, 2022-08-11 11:21:46, 2022-08-11 17:38:33, -88,       53, (not associated) ,SEGINFO-5G,LIVE TIM_7459_5G
00:0C:E7:97:7F:E8, 2022-08-11 17:38:34, 2022-08-11 17:38:34, -90,        2, (not associated) ,
86:71:23:04:07:49, 2022-08-11 17:37:55, 2022-08-11 17:37:55, -88,        2, (not associated) ,
00:0C:E7:43:EF:8C, 2022-08-11 17:37:23, 2022-08-11 17:37:23, -90,        2, (not associated) ,Conect@1234*
3E:62:9C:5A:58:D9, 2022-08-11 17:37:11, 2022-08-11 17:37:11, -85,        2, (not associated) ,error
EE:B2:1C:F2:1E:E6, 2022-08-11 17:36:48, 2022-08-11 17:36:48, -91,        1, (not associated) ,#NET-CLARO-WIFI
6A:20:58:11:E2:3E, 2022-08-11 17:35:32, 2022-08-11 17:35:32, -90,        1, (not associated) ,
BA:AF:7E:14:67:3F, 2022-08-11 17:35:21, 2022-08-11 17:35:21, -86,        1, (not associated) ,error
96:F8:27:7A:86:B1, 2022-08-11 17:34:20, 2022-08-11 17:34:20, -90,        2, (not associated) ,
A2:2B:79:EA:FD:81, 2022-08-11 17:34:10, 2022-08-11 17:34:10, -88,        2, (not associated) ,
B2:29:39:02:43:FF, 2022-08-11 17:33:46, 2022-08-11 17:33:46, -89,        1, (not associated) ,
52:98:39:5C:6C:63, 2022-08-11 17:33:34, 2022-08-11 17:33:34, -90,        2, (not associated) ,GILMAR-NET
00:0C:E7:88:98:9A, 2022-08-11 17:32:59, 2022-08-11 17:32:59, -90,        2, (not associated) ,Conect@1234*
1E:5A:DA:53:D6:F8, 2022-08-11 17:32:32, 2022-08-11 17:32:32, -90,        1, (not associated) ,error
1E:CA:C1:E7:BA:57, 2022-08-11 17:32:20, 2022-08-11 17:32:20, -91,        1, (not associated) ,
CE:B0:A1:76:68:21, 2022-08-11 17:31:10, 2022-08-11 17:31:10, -90,        2, (not associated) ,
20:F4:78:48:F2:D2, 2022-08-11 14:58:17, 2022-08-11 17:30:10, -91,        4, 54:9F:06:05:81:FD,
64:32:A8:43:18:22, 2022-08-11 12:22:36, 2022-08-11 17:24:09, -69,      134, A0:FF:70:D2:E9:C0,CABRAL_5G
B6:F7:F4:66:5D:20, 2022-08-11 17:20:23, 2022-08-11 17:20:23, -92,        2, (not associated) ,
24:46:C8:12:EF:52, 2022-08-11 17:19:43, 2022-08-11 17:19:43, -81,        2, (not associated) ,
CE:F0:7A:76:C1:8E, 2022-08-11 17:16:57, 2022-08-11 17:16:57, -90,        1, (not associated) ,
02:84:52:9B:B1:E9, 2022-08-11 17:15:19, 2022-08-11 17:15:19, -70,       10, (not associated) ,helio2
90:73:5A:71:27:AB, 2022-08-11 17:13:48, 2022-08-11 17:13:48, -85,        2, (not associated) ,
5A:90:DA:7B:F3:8E, 2022-08-11 17:12:24, 2022-08-11 17:12:24, -86,        2, (not associated) ,
00:0C:E7:87:58:DB, 2022-08-11 17:12:24, 2022-08-11 17:12:24, -90,        2, (not associated) ,
3A:F6:FD:EA:38:1F, 2022-08-11 17:10:08, 2022-08-11 17:10:08, -88,        2, (not associated) ,
E6:13:4A:02:0E:0D, 2022-08-11 17:09:56, 2022-08-11 17:09:56, -90,        1, (not associated) ,
EE:13:B2:9E:2D:D7, 2022-08-11 17:09:43, 2022-08-11 17:09:43, -91,        2, (not associated) ,
1E:CB:88:27:38:02, 2022-08-11 17:09:36, 2022-08-11 17:09:36, -92,        1, (not associated) ,
0A:29:9D:B8:CA:14, 2022-08-11 17:09:07, 2022-08-11 17:09:07, -92,        2, (not associated) ,
8A:8A:B5:82:04:03, 2022-08-11 17:09:07, 2022-08-11 17:09:07, -93,        1, (not associated) ,
9A:52:13:C2:51:32, 2022-08-11 17:09:00, 2022-08-11 17:09:00, -90,        2, (not associated) ,
66:C3:89:81:31:DE, 2022-08-11 17:08:55, 2022-08-11 17:08:55, -90,        1, (not associated) ,
6A:BF:4D:3F:4B:C8, 2022-08-11 17:08:48, 2022-08-11 17:08:48, -88,        3, (not associated) ,
04:68:65:F1:70:9F, 2022-08-11 17:06:35, 2022-08-11 17:07:47, -92,       83, CC:C0:79:F9:13:F0,
CA:B9:E2:57:AD:F2, 2022-08-11 17:07:31, 2022-08-11 17:07:31, -86,        2, (not associated) ,Net.304 5g
B6:68:A1:F3:B8:15, 2022-08-11 17:06:11, 2022-08-11 17:06:11, -90,        2, (not associated) ,#NET-CLARO-WIFI
92:12:17:FC:8D:DF, 2022-08-11 17:05:59, 2022-08-11 17:05:59, -87,        1, (not associated) ,
12:07:D4:A4:37:BF, 2022-08-11 17:05:24, 2022-08-11 17:05:24, -83,        5, (not associated) ,
24:46:C8:BA:75:33, 2022-08-11 17:05:00, 2022-08-11 17:05:00, -90,        3, (not associated) ,
EE:35:3B:E2:61:11, 2022-08-11 17:03:59, 2022-08-11 17:03:59, -90,        1, (not associated) ,
62:46:59:03:12:01, 2022-08-11 17:03:33, 2022-08-11 17:03:33, -92,        4, (not associated) ,SSDI
22:5E:49:DC:96:A8, 2022-08-11 17:02:12, 2022-08-11 17:02:12, -81,        2, (not associated) ,
DA:97:97:1F:D3:05, 2022-08-11 17:01:47, 2022-08-11 17:01:47, -80,        2, (not associated) ,
AA:34:39:C6:58:E3, 2022-08-11 17:01:47, 2022-08-11 17:01:47, -82,        2, (not associated) ,
12:0B:EB:4E:E3:8E, 2022-08-11 17:01:31, 2022-08-11 17:01:31, -84,        2, (not associated) ,
4A:7E:F8:0B:B8:41, 2022-08-11 17:01:21, 2022-08-11 17:01:21, -82,        1, (not associated) ,
D6:EF:F6:B8:87:5D, 2022-08-11 16:55:22, 2022-08-11 17:01:12, -87,       40, C8:5D:38:D8:DE:95,DINARTE_ADVOGADOS_5G
3E:93:DE:36:98:10, 2022-08-11 16:59:47, 2022-08-11 16:59:47, -85,        2, (not associated) ,
7A:66:2B:0E:E6:6E, 2022-08-11 16:58:35, 2022-08-11 16:58:35, -90,        1, (not associated) ,
D2:22:1F:11:DD:2A, 2022-08-11 16:57:58, 2022-08-11 16:57:58, -77,        2, (not associated) ,
96:55:6E:95:5D:B7, 2022-08-11 16:57:47, 2022-08-11 16:57:47, -85,        2, (not associated) ,
C2:11:63:1E:63:CD, 2022-08-11 16:57:22, 2022-08-11 16:57:22, -85,        3, (not associated) ,
96:F3:22:90:5E:1E, 2022-08-11 16:57:12, 2022-08-11 16:57:12, -87,        2, (not associated) ,
5A:25:26:C2:94:31, 2022-08-11 16:56:46, 2022-08-11 16:56:46, -78,        2, (not associated) ,
76:6C:22:CC:0E:6E, 2022-08-11 16:55:46, 2022-08-11 16:56:10, -90,       47, C8:5D:38:D8:DE:95,
56:17:54:8C:6B:C5, 2022-08-11 16:52:36, 2022-08-11 16:52:36, -90,        1, (not associated) ,
00:0C:E7:1D:18:F5, 2022-08-11 16:51:48, 2022-08-11 16:51:48, -81,        2, (not associated) ,Conect@1234*
E6:43:A2:77:EF:06, 2022-08-11 16:51:10, 2022-08-11 16:51:10, -91,        1, (not associated) ,
00:0C:E7:3B:84:BB, 2022-08-11 16:50:46, 2022-08-11 16:50:46, -90,        2, (not associated) ,Conect@1234*
66:99:6A:6B:6A:9C, 2022-08-11 16:50:22, 2022-08-11 16:50:22, -89,        2, (not associated) ,
36:24:28:BE:D3:BD, 2022-08-11 16:50:11, 2022-08-11 16:50:11, -81,        2, (not associated) ,3C melhor que 3a
