
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
64:EB:8C:A1:79:3D, 2022-08-11 23:57:56, 2022-08-11 23:57:56,  -1,        3, C8:5D:38:DA:36:68,
76:C2:C5:7C:DA:13, 2022-08-11 23:57:40, 2022-08-11 23:57:41, -81,        3, (not associated) ,
A2:47:F5:34:E4:E7, 2022-08-11 23:57:07, 2022-08-11 23:57:07, -79,        1, (not associated) ,
5A:39:E5:43:0C:F7, 2022-08-11 23:57:07, 2022-08-11 23:57:07, -80,        1, (not associated) ,
0E:D8:94:2D:44:89, 2022-08-11 23:56:55, 2022-08-11 23:56:55, -80,        2, (not associated) ,
5E:EE:91:C0:C2:97, 2022-08-11 23:56:55, 2022-08-11 23:56:55, -82,        1, (not associated) ,
5A:3C:5B:E0:5E:55, 2022-08-11 23:56:54, 2022-08-11 23:56:54, -82,        2, (not associated) ,
0E:22:EC:9B:DD:F2, 2022-08-11 23:56:41, 2022-08-11 23:56:41, -81,        2, (not associated) ,
9E:9E:21:FD:32:92, 2022-08-11 23:56:44, 2022-08-11 23:56:44, -84,        1, (not associated) ,
96:F8:67:67:A4:7A, 2022-08-11 23:56:27, 2022-08-11 23:56:27, -74,        2, (not associated) ,
AA:77:74:DB:43:5A, 2022-08-11 23:56:31, 2022-08-11 23:56:31, -76,        1, (not associated) ,
BA:FF:4E:A7:A7:08, 2022-08-11 23:56:31, 2022-08-11 23:56:31, -77,        2, (not associated) ,
C6:22:52:E0:9D:DA, 2022-08-11 23:56:31, 2022-08-11 23:56:31, -78,        2, (not associated) ,
62:AB:67:A7:6C:E7, 2022-08-11 23:56:31, 2022-08-11 23:56:31, -79,        1, (not associated) ,
EA:44:B7:F3:40:0B, 2022-08-11 23:56:19, 2022-08-11 23:56:20, -72,        2, (not associated) ,
72:B8:EC:F8:AF:3D, 2022-08-11 23:56:20, 2022-08-11 23:56:20, -73,        2, (not associated) ,
7A:FA:49:D1:71:8C, 2022-08-11 23:56:20, 2022-08-11 23:56:20, -76,        2, (not associated) ,
D2:28:9C:E1:2F:A4, 2022-08-11 23:56:07, 2022-08-11 23:56:07, -81,        1, (not associated) ,
9E:1B:1C:8F:D0:A6, 2022-08-11 23:55:55, 2022-08-11 23:55:55, -71,        1, (not associated) ,
B2:47:BB:20:35:7D, 2022-08-11 23:55:56, 2022-08-11 23:55:56, -83,        1, (not associated) ,
52:30:2A:52:1B:1E, 2022-08-11 23:55:55, 2022-08-11 23:55:55, -84,        1, (not associated) ,
DA:DF:75:5B:B9:86, 2022-08-11 23:55:30, 2022-08-11 23:55:30, -76,        1, (not associated) ,
E6:DC:20:1D:51:81, 2022-08-11 23:55:17, 2022-08-11 23:55:17, -81,        2, (not associated) ,
62:D1:7D:55:C4:70, 2022-08-11 23:55:03, 2022-08-11 23:55:03, -79,        1, (not associated) ,
96:84:6B:B2:0B:8E, 2022-08-11 23:55:05, 2022-08-11 23:55:05, -81,        2, (not associated) ,
CA:8C:0D:9B:A6:8A, 2022-08-11 23:54:56, 2022-08-11 23:54:56, -79,        1, (not associated) ,
EE:4D:F2:F2:83:3A, 2022-08-11 23:54:41, 2022-08-11 23:54:41, -77,        3, (not associated) ,LARISSE,Viasat-luciana
F6:51:01:2B:26:5D, 2022-08-11 23:54:44, 2022-08-11 23:54:44, -78,        1, (not associated) ,
46:51:99:9A:E3:1D, 2022-08-11 23:54:39, 2022-08-11 23:54:39, -78,        1, (not associated) ,
FA:A7:E1:B3:E6:8C, 2022-08-11 23:54:43, 2022-08-11 23:54:43, -81,        2, (not associated) ,
62:20:4A:9C:97:E7, 2022-08-11 23:54:40, 2022-08-11 23:54:40, -83,        1, (not associated) ,
82:5D:8B:BD:C1:AA, 2022-08-11 23:54:29, 2022-08-11 23:54:29, -81,        1, (not associated) ,
BE:54:9C:17:E3:B6, 2022-08-11 23:54:06, 2022-08-11 23:54:06, -73,        1, (not associated) ,
86:EC:20:18:DA:7E, 2022-08-11 23:54:06, 2022-08-11 23:54:06, -76,        1, (not associated) ,
AE:51:06:B9:16:5B, 2022-08-11 23:54:03, 2022-08-11 23:54:03, -81,        1, (not associated) ,
F2:B6:69:AC:89:9A, 2022-08-11 23:53:54, 2022-08-11 23:53:54, -77,        1, (not associated) ,
F6:63:BB:86:62:21, 2022-08-11 23:53:54, 2022-08-11 23:53:54, -82,        1, (not associated) ,
3E:C8:78:DF:33:C8, 2022-08-11 23:53:40, 2022-08-11 23:53:40, -76,        2, (not associated) ,
D6:DB:44:2C:88:14, 2022-08-11 23:53:42, 2022-08-11 23:53:42, -81,        1, (not associated) ,
2A:DA:73:B5:79:64, 2022-08-11 23:53:43, 2022-08-11 23:53:43, -83,        2, (not associated) ,
1E:DF:BD:F5:42:D0, 2022-08-11 23:53:41, 2022-08-11 23:53:43, -84,        2, (not associated) ,
2E:B1:AE:91:CC:25, 2022-08-11 23:53:20, 2022-08-11 23:53:20, -83,        1, (not associated) ,
A6:1B:FC:4A:EE:CD, 2022-08-11 23:53:15, 2022-08-11 23:53:15, -83,        1, (not associated) ,
F6:5A:90:74:3B:86, 2022-08-11 23:53:04, 2022-08-11 23:53:04, -84,        2, (not associated) ,
02:BF:69:8B:18:E5, 2022-08-11 23:52:43, 2022-08-11 23:52:43, -80,        1, (not associated) ,
7E:26:CC:50:92:71, 2022-08-11 23:52:43, 2022-08-11 23:52:43, -84,        1, (not associated) ,
CA:7D:21:19:2C:D4, 2022-08-11 23:52:28, 2022-08-11 23:52:28, -81,        1, (not associated) ,
12:53:D2:9E:5B:45, 2022-08-11 23:52:29, 2022-08-11 23:52:29, -82,        2, (not associated) ,
B2:F5:99:9F:D4:CF, 2022-08-11 23:52:18, 2022-08-11 23:52:18, -76,        2, (not associated) ,
62:AB:67:20:9D:DC, 2022-08-11 23:52:18, 2022-08-11 23:52:18, -85,        2, (not associated) ,
06:B4:2D:A9:B3:DA, 2022-08-11 23:52:05, 2022-08-11 23:52:05, -83,        1, (not associated) ,
0A:DE:49:97:6E:BD, 2022-08-11 23:51:55, 2022-08-11 23:51:55, -78,        2, (not associated) ,
D6:99:A2:F1:2C:86, 2022-08-11 23:51:54, 2022-08-11 23:51:54, -79,        1, (not associated) ,
A2:0E:2D:25:53:A3, 2022-08-11 23:51:56, 2022-08-11 23:51:56, -85,        1, (not associated) ,
B6:F5:A3:98:FA:E2, 2022-08-11 23:51:31, 2022-08-11 23:51:31, -81,        2, (not associated) ,
82:90:B0:D5:0A:AA, 2022-08-11 23:51:29, 2022-08-11 23:51:29, -85,        1, (not associated) ,
5E:BE:4F:52:AA:BA, 2022-08-11 23:51:17, 2022-08-11 23:51:17, -79,        2, (not associated) ,
6A:F8:1E:A4:18:F3, 2022-08-11 23:49:44, 2022-08-11 23:50:56,  -1,        5, 56:A6:5C:11:77:7D,
DE:68:0A:3F:F2:B7, 2022-08-11 23:50:56, 2022-08-11 23:50:56, -81,        2, (not associated) ,
BA:86:51:75:AA:F5, 2022-08-11 23:50:52, 2022-08-11 23:50:52, -81,        3, (not associated) ,
62:AB:67:C4:03:02, 2022-08-11 23:50:41, 2022-08-11 23:50:41, -81,        3, (not associated) ,
C6:8D:E4:EC:66:2E, 2022-08-11 23:50:39, 2022-08-11 23:50:39, -82,        1, (not associated) ,
52:57:D2:B7:EA:FC, 2022-08-11 23:50:28, 2022-08-11 23:50:28, -80,        1, (not associated) ,
E6:E5:F2:40:8A:A5, 2022-08-11 23:50:19, 2022-08-11 23:50:19, -82,        2, (not associated) ,
56:4B:48:E1:3C:46, 2022-08-11 23:50:07, 2022-08-11 23:50:07, -81,        1, (not associated) ,
8E:C9:92:BC:F0:9B, 2022-08-11 23:49:51, 2022-08-11 23:49:52, -78,        4, (not associated) ,
9E:9C:D7:A9:94:A5, 2022-08-11 23:49:54, 2022-08-11 23:49:54, -83,        2, (not associated) ,
92:DB:1A:D3:24:96, 2022-08-11 23:49:05, 2022-08-11 23:49:05, -77,        2, (not associated) ,
8A:6A:50:46:74:67, 2022-08-11 23:49:04, 2022-08-11 23:49:04, -82,        2, (not associated) ,
B2:A3:8E:8D:26:19, 2022-08-11 23:48:51, 2022-08-11 23:48:51, -77,        1, (not associated) ,
EA:04:7D:F5:0D:A4, 2022-08-11 23:48:51, 2022-08-11 23:48:51, -82,        1, (not associated) ,
70:FD:46:2F:7F:98, 2022-08-11 23:48:43, 2022-08-11 23:48:43, -85,        2, (not associated) ,
0E:92:FE:A9:5E:6F, 2022-08-11 23:48:18, 2022-08-11 23:48:18, -80,        2, (not associated) ,
8E:23:CA:9B:0B:A3, 2022-08-11 23:48:03, 2022-08-11 23:48:03, -81,        1, (not associated) ,
2A:A0:C0:5C:91:81, 2022-08-11 23:48:05, 2022-08-11 23:48:05, -84,        1, (not associated) ,
9E:28:C2:CC:25:00, 2022-08-11 23:47:56, 2022-08-11 23:47:56, -80,        1, (not associated) ,
36:26:C7:6D:12:86, 2022-08-11 23:47:53, 2022-08-11 23:47:53, -80,        1, (not associated) ,
BA:7D:51:A1:E7:DA, 2022-08-11 23:47:44, 2022-08-11 23:47:44, -77,        1, (not associated) ,
CA:D3:2D:7C:75:01, 2022-08-11 23:47:41, 2022-08-11 23:47:41, -78,        1, (not associated) ,
06:46:1E:22:4C:A0, 2022-08-11 23:47:40, 2022-08-11 23:47:40, -78,        1, (not associated) ,
D6:01:9F:50:65:8E, 2022-08-11 23:47:42, 2022-08-11 23:47:42, -81,        2, (not associated) ,
1E:63:FA:E6:72:B9, 2022-08-11 23:47:40, 2022-08-11 23:47:40, -81,        2, (not associated) ,
1E:E4:0D:20:F7:56, 2022-08-11 23:47:28, 2022-08-11 23:47:28, -79,        2, (not associated) ,
C6:A0:40:F4:FE:27, 2022-08-11 23:47:29, 2022-08-11 23:47:29, -80,        2, (not associated) ,
22:14:FD:27:6D:D8, 2022-08-11 23:47:30, 2022-08-11 23:47:30, -82,        1, (not associated) ,
A6:57:3C:07:80:A6, 2022-08-11 23:47:18, 2022-08-11 23:47:19, -82,        4, (not associated) ,
06:87:E8:6B:92:56, 2022-08-11 19:12:44, 2022-08-11 23:47:18, -82,       12, 30:93:BC:4B:38:7C,
AA:0F:7C:17:A6:67, 2022-08-11 23:47:06, 2022-08-11 23:47:06, -73,        3, (not associated) ,
4A:71:76:10:37:24, 2022-08-11 23:47:04, 2022-08-11 23:47:04, -77,        1, (not associated) ,
92:85:7E:0A:81:1B, 2022-08-11 23:47:06, 2022-08-11 23:47:06, -87,        1, (not associated) ,
6A:BD:4D:69:77:15, 2022-08-11 23:46:53, 2022-08-11 23:46:53, -80,        2, (not associated) ,
6E:E2:6A:F3:32:5C, 2022-08-11 23:46:39, 2022-08-11 23:46:39, -76,        3, (not associated) ,
92:FF:0D:9C:31:65, 2022-08-11 23:46:44, 2022-08-11 23:46:44, -78,        2, (not associated) ,
0A:3E:8C:35:70:A3, 2022-08-11 23:46:40, 2022-08-11 23:46:40, -81,        1, (not associated) ,
7A:53:B1:70:51:DB, 2022-08-11 23:46:43, 2022-08-11 23:46:43, -84,        1, (not associated) ,
5A:3F:4B:12:AB:F9, 2022-08-11 23:46:29, 2022-08-11 23:46:30, -75,        4, (not associated) ,
9E:54:FB:96:F6:5D, 2022-08-11 23:46:32, 2022-08-11 23:46:32, -78,        1, (not associated) ,
B2:D6:E4:4A:B8:01, 2022-08-11 23:46:18, 2022-08-11 23:46:18, -83,        1, (not associated) ,
64:32:A8:43:18:22, 2022-08-11 20:37:19, 2022-08-11 23:46:04, -60,       74, (not associated) ,CABRAL_5G
16:A8:41:96:C9:52, 2022-08-11 23:46:05, 2022-08-11 23:46:05, -73,        1, (not associated) ,
EE:5C:AC:D5:01:DF, 2022-08-11 23:46:03, 2022-08-11 23:46:03, -78,        1, (not associated) ,
5A:6D:89:41:66:8B, 2022-08-11 23:46:07, 2022-08-11 23:46:07, -81,        1, (not associated) ,
7A:C2:DA:85:78:5A, 2022-08-11 23:45:54, 2022-08-11 23:45:54, -77,        2, (not associated) ,
3A:1E:B5:E7:7E:A3, 2022-08-11 23:45:53, 2022-08-11 23:45:53, -79,        1, (not associated) ,
66:B3:B0:A4:B1:0E, 2022-08-11 23:45:53, 2022-08-11 23:45:53, -80,        1, (not associated) ,
36:0C:F0:F6:3E:CE, 2022-08-11 23:45:54, 2022-08-11 23:45:54, -83,        1, (not associated) ,
2E:73:A7:91:A5:FA, 2022-08-11 23:45:39, 2022-08-11 23:45:39, -82,        1, (not associated) ,
56:38:F6:ED:80:B4, 2022-08-11 23:45:28, 2022-08-11 23:45:28, -77,        3, (not associated) ,
4A:3F:8F:EF:2B:4D, 2022-08-11 23:45:27, 2022-08-11 23:45:27, -85,        1, (not associated) ,
02:08:C7:91:34:72, 2022-08-11 23:45:27, 2022-08-11 23:45:27, -85,        1, (not associated) ,
C6:02:A1:2A:CE:F8, 2022-08-11 23:45:17, 2022-08-11 23:45:17, -77,        1, (not associated) ,
D0:77:14:8D:28:83, 2022-08-11 23:45:19, 2022-08-11 23:45:19, -84,        1, (not associated) ,
02:73:AF:08:04:16, 2022-08-11 23:45:15, 2022-08-11 23:45:15, -85,        2, (not associated) ,
8A:9A:D9:EF:8C:14, 2022-08-11 23:45:07, 2022-08-11 23:45:07, -82,        1, (not associated) ,
F2:A0:3F:98:3F:3C, 2022-08-11 23:45:04, 2022-08-11 23:45:04, -83,        1, (not associated) ,
FE:D7:49:BE:BA:AB, 2022-08-11 23:44:52, 2022-08-11 23:44:52, -72,        2, (not associated) ,
E6:47:79:09:1A:C6, 2022-08-11 23:44:56, 2022-08-11 23:44:56, -77,        1, (not associated) ,
FE:E3:23:EA:6B:4C, 2022-08-11 23:44:55, 2022-08-11 23:44:55, -79,        2, (not associated) ,
AA:3F:30:8A:B5:EA, 2022-08-11 23:44:42, 2022-08-11 23:44:42, -73,        1, (not associated) ,
AE:F9:D5:33:F2:60, 2022-08-11 23:44:31, 2022-08-11 23:44:31, -72,        3, (not associated) ,
CE:A9:DC:D7:F8:E7, 2022-08-11 23:44:31, 2022-08-11 23:44:31, -74,        1, (not associated) ,
CE:65:E4:BF:EF:F4, 2022-08-11 23:44:29, 2022-08-11 23:44:29, -76,        1, (not associated) ,
5A:55:5F:85:CA:0F, 2022-08-11 23:44:32, 2022-08-11 23:44:32, -77,        1, (not associated) ,
D6:77:B2:6D:1C:49, 2022-08-11 23:44:27, 2022-08-11 23:44:27, -79,        1, (not associated) ,
CA:68:73:69:A4:46, 2022-08-11 23:44:27, 2022-08-11 23:44:27, -82,        2, (not associated) ,
82:52:76:8B:F5:B5, 2022-08-11 23:44:19, 2022-08-11 23:44:19, -78,        1, (not associated) ,
82:7E:D7:C7:4E:D9, 2022-08-11 23:44:16, 2022-08-11 23:44:16, -78,        1, (not associated) ,
6A:FB:DC:80:0B:86, 2022-08-11 23:44:16, 2022-08-11 23:44:16, -79,        1, (not associated) ,
0A:64:95:C6:C5:65, 2022-08-11 23:44:17, 2022-08-11 23:44:17, -81,        1, (not associated) ,
96:A9:9F:41:95:B7, 2022-08-11 23:44:19, 2022-08-11 23:44:19, -82,        1, (not associated) ,
FE:8F:0C:B9:C4:5D, 2022-08-11 23:44:18, 2022-08-11 23:44:18, -84,        1, (not associated) ,
B6:C6:C5:CF:E8:41, 2022-08-11 23:44:17, 2022-08-11 23:44:17, -84,        1, (not associated) ,
DA:77:0D:37:4B:12, 2022-08-11 23:44:18, 2022-08-11 23:44:18, -85,        2, (not associated) ,
62:E3:3D:0E:33:30, 2022-08-11 23:44:05, 2022-08-11 23:44:05, -73,        1, (not associated) ,
5E:69:C7:F9:E5:63, 2022-08-11 23:44:08, 2022-08-11 23:44:08, -76,        5, (not associated) ,
52:39:C1:13:CD:EE, 2022-08-11 23:44:07, 2022-08-11 23:44:07, -78,        1, (not associated) ,
A6:C6:68:71:6E:06, 2022-08-11 23:44:06, 2022-08-11 23:44:06, -78,        1, (not associated) ,
F6:CA:F7:E7:67:86, 2022-08-11 23:44:03, 2022-08-11 23:44:04, -79,        4, (not associated) ,
AE:14:51:3B:3D:22, 2022-08-11 23:44:04, 2022-08-11 23:44:04, -81,        1, (not associated) ,
A2:9C:85:FA:00:05, 2022-08-11 23:43:56, 2022-08-11 23:43:56, -76,        1, (not associated) ,
FA:E8:8E:DE:F9:3E, 2022-08-11 23:43:55, 2022-08-11 23:43:55, -78,        2, (not associated) ,
9A:C6:AB:1F:17:4D, 2022-08-11 23:43:52, 2022-08-11 23:43:52, -78,        2, (not associated) ,
FE:0E:14:2B:2D:01, 2022-08-11 23:43:52, 2022-08-11 23:43:52, -80,        1, (not associated) ,
0E:ED:CE:C7:A9:1D, 2022-08-11 23:43:51, 2022-08-11 23:43:51, -80,        1, (not associated) ,
FE:2A:E3:83:6C:7F, 2022-08-11 23:43:43, 2022-08-11 23:43:43, -77,        1, (not associated) ,
6E:37:B6:C3:5D:21, 2022-08-11 23:43:44, 2022-08-11 23:43:44, -81,        2, (not associated) ,
12:E1:84:77:30:44, 2022-08-11 23:43:42, 2022-08-11 23:43:42, -84,        1, (not associated) ,
EE:95:6C:5F:0F:DD, 2022-08-11 23:43:30, 2022-08-11 23:43:31, -80,        4, (not associated) ,
3A:A2:9D:91:FE:2F, 2022-08-11 23:43:19, 2022-08-11 23:43:20, -77,        3, (not associated) ,
FC:02:96:27:BC:7B, 2022-08-11 22:38:26, 2022-08-11 23:43:20, -86,        2, 98:7E:CA:00:3A:AF,
8E:34:05:F8:7F:33, 2022-08-11 23:43:04, 2022-08-11 23:43:04, -78,        2, (not associated) ,
2E:30:DA:50:D5:9D, 2022-08-11 23:42:56, 2022-08-11 23:42:56, -77,        2, (not associated) ,
46:92:8D:20:9D:B8, 2022-08-11 23:42:52, 2022-08-11 23:42:52, -78,        2, (not associated) ,
8E:95:1D:A8:93:C3, 2022-08-11 23:42:55, 2022-08-11 23:42:55, -81,        1, (not associated) ,
9E:D6:36:D2:17:F8, 2022-08-11 23:42:51, 2022-08-11 23:42:51, -82,        1, (not associated) ,
D2:D7:A3:92:4D:59, 2022-08-11 23:42:56, 2022-08-11 23:42:56, -83,        1, (not associated) ,
BE:2E:3A:81:43:C1, 2022-08-11 23:42:53, 2022-08-11 23:42:53, -83,        2, (not associated) ,
B2:D6:8B:C2:7B:0E, 2022-08-11 23:42:56, 2022-08-11 23:42:56, -85,        1, (not associated) ,
DA:A1:19:74:13:C7, 2022-08-11 23:42:39, 2022-08-11 23:42:39, -79,        2, (not associated) ,
52:DF:2B:80:97:73, 2022-08-11 23:42:42, 2022-08-11 23:42:42, -82,        2, (not associated) ,
3A:13:49:ED:AC:7A, 2022-08-11 23:42:42, 2022-08-11 23:42:42, -83,        1, (not associated) ,
E6:A0:ED:DF:5A:42, 2022-08-11 23:42:32, 2022-08-11 23:42:32, -83,        1, (not associated) ,
36:CE:2D:EA:77:3F, 2022-08-11 23:42:16, 2022-08-11 23:42:16, -70,        1, (not associated) ,
16:8E:A5:56:E6:76, 2022-08-11 23:42:19, 2022-08-11 23:42:19, -77,        2, (not associated) ,
EA:3D:81:2D:FB:53, 2022-08-11 23:42:19, 2022-08-11 23:42:19, -78,        2, (not associated) ,
CE:CA:FF:02:C4:F5, 2022-08-11 23:42:17, 2022-08-11 23:42:17, -78,        1, (not associated) ,
0E:CA:71:AF:A1:D8, 2022-08-11 23:42:20, 2022-08-11 23:42:20, -82,        2, (not associated) ,
46:4D:84:24:D0:EF, 2022-08-11 23:42:08, 2022-08-11 23:42:08, -78,        1, (not associated) ,
EE:33:D2:79:8B:E7, 2022-08-11 23:42:08, 2022-08-11 23:42:08, -80,        2, (not associated) ,
16:BA:84:E8:26:95, 2022-08-11 23:42:06, 2022-08-11 23:42:06, -80,        2, (not associated) ,
DA:81:B2:96:61:1F, 2022-08-11 23:42:03, 2022-08-11 23:42:03, -80,        1, (not associated) ,
5A:62:F2:EE:29:9C, 2022-08-11 23:42:06, 2022-08-11 23:42:06, -81,        1, (not associated) ,
0A:89:4F:0A:B1:F3, 2022-08-11 23:41:55, 2022-08-11 23:41:55, -77,        2, (not associated) ,
02:2E:A1:8D:08:53, 2022-08-11 23:41:54, 2022-08-11 23:41:54, -78,        2, (not associated) ,
0A:1B:7D:06:6E:7F, 2022-08-11 23:41:52, 2022-08-11 23:41:53, -82,        2, (not associated) ,
02:D3:2C:35:83:53, 2022-08-11 23:41:53, 2022-08-11 23:41:53, -83,        1, (not associated) ,
7E:BB:0B:CC:65:CA, 2022-08-11 23:41:39, 2022-08-11 23:41:39, -76,        2, (not associated) ,
8A:40:9E:84:03:FD, 2022-08-11 23:41:42, 2022-08-11 23:41:42, -80,        2, (not associated) ,
92:A0:83:34:A5:FB, 2022-08-11 23:41:39, 2022-08-11 23:41:39, -80,        2, (not associated) ,
CE:F6:EB:F8:1D:A5, 2022-08-11 23:41:28, 2022-08-11 23:41:28, -79,        2, (not associated) ,
36:38:23:12:32:B7, 2022-08-11 23:41:27, 2022-08-11 23:41:27, -83,        3, (not associated) ,
5A:A8:B8:CA:BD:3B, 2022-08-11 23:41:18, 2022-08-11 23:41:18, -77,        4, (not associated) ,
DE:60:20:B8:1A:B7, 2022-08-11 23:41:18, 2022-08-11 23:41:18, -78,        2, (not associated) ,
DA:A1:19:78:17:CB, 2022-08-11 23:41:16, 2022-08-11 23:41:16, -79,        2, (not associated) ,
AE:10:6C:81:46:2F, 2022-08-11 23:41:18, 2022-08-11 23:41:18, -80,        2, (not associated) ,
02:8E:C3:9F:02:A3, 2022-08-11 23:41:17, 2022-08-11 23:41:17, -80,        2, (not associated) ,
DA:A1:19:48:E7:9B, 2022-08-11 23:41:16, 2022-08-11 23:41:16, -80,        1, (not associated) ,
3E:0A:F9:C5:DE:B4, 2022-08-11 23:41:15, 2022-08-11 23:41:15, -83,        1, (not associated) ,
EA:8F:42:FD:25:BF, 2022-08-11 23:41:15, 2022-08-11 23:41:15, -83,        1, (not associated) ,
96:44:78:AD:C4:09, 2022-08-11 23:41:20, 2022-08-11 23:41:20, -84,        1, (not associated) ,
76:18:A9:97:28:73, 2022-08-11 23:41:03, 2022-08-11 23:41:03, -76,        1, (not associated) ,
3E:CF:11:90:1E:29, 2022-08-11 23:41:03, 2022-08-11 23:41:03, -76,        1, (not associated) ,
52:45:84:78:E8:A9, 2022-08-11 23:41:03, 2022-08-11 23:41:03, -78,        2, (not associated) ,
2A:3C:16:BC:4E:FD, 2022-08-11 23:41:08, 2022-08-11 23:41:08, -81,        3, (not associated) ,
F6:63:56:9B:90:7F, 2022-08-11 23:41:06, 2022-08-11 23:41:06, -82,        1, (not associated) ,
7A:40:98:A2:BB:F0, 2022-08-11 23:41:08, 2022-08-11 23:41:08, -84,        1, (not associated) ,
12:1E:0D:D9:3D:24, 2022-08-11 23:40:55, 2022-08-11 23:40:55, -76,        3, (not associated) ,
EE:51:C7:03:BC:35, 2022-08-11 23:40:51, 2022-08-11 23:40:51, -78,        2, (not associated) ,
6E:EC:20:F0:55:95, 2022-08-11 23:40:52, 2022-08-11 23:40:52, -79,        2, (not associated) ,
DA:A1:19:92:31:E5, 2022-08-11 20:07:41, 2022-08-11 23:40:56, -80,        2, (not associated) ,
4E:EE:28:54:8E:1E, 2022-08-11 23:40:54, 2022-08-11 23:40:54, -85,        3, (not associated) ,
DA:A1:19:67:CF:83, 2022-08-11 23:40:43, 2022-08-11 23:40:43, -78,        1, (not associated) ,
DA:C6:8C:72:5F:49, 2022-08-11 23:40:44, 2022-08-11 23:40:44, -79,        2, (not associated) ,
DE:DA:2B:C1:21:C2, 2022-08-11 23:40:43, 2022-08-11 23:40:43, -79,        3, (not associated) ,
86:C3:0C:92:2F:5A, 2022-08-11 23:40:44, 2022-08-11 23:40:44, -80,        2, (not associated) ,
82:2B:8D:89:5F:E7, 2022-08-11 23:40:44, 2022-08-11 23:40:44, -82,        1, (not associated) ,
EA:46:88:43:01:78, 2022-08-11 23:40:17, 2022-08-11 23:40:17, -79,        3, (not associated) ,
B6:63:DD:17:CC:36, 2022-08-11 23:40:16, 2022-08-11 23:40:16, -82,        1, (not associated) ,
AA:E4:9F:BB:19:4D, 2022-08-11 23:40:16, 2022-08-11 23:40:16, -82,        1, (not associated) ,
C2:58:0B:55:75:96, 2022-08-11 23:40:03, 2022-08-11 23:40:03, -72,        2, (not associated) ,
DE:E3:41:85:D8:7A, 2022-08-11 23:40:08, 2022-08-11 23:40:08, -74,        4, (not associated) ,
4E:F2:BA:DE:4C:7E, 2022-08-11 23:40:08, 2022-08-11 23:40:08, -84,        1, (not associated) ,
26:31:79:8C:E7:FF, 2022-08-11 23:39:56, 2022-08-11 23:39:56, -74,        2, (not associated) ,
96:6F:EA:F5:A7:A6, 2022-08-11 23:39:52, 2022-08-11 23:39:52, -77,        3, (not associated) ,
C6:CB:D4:CF:FF:D3, 2022-08-11 23:39:56, 2022-08-11 23:39:56, -81,        1, (not associated) ,
F2:87:E7:BF:E8:93, 2022-08-11 23:39:54, 2022-08-11 23:39:54, -85,        1, (not associated) ,
FA:EC:2B:14:8E:A5, 2022-08-11 23:39:44, 2022-08-11 23:39:44, -85,        1, (not associated) ,
0E:73:70:C0:C8:2E, 2022-08-11 23:39:30, 2022-08-11 23:39:30, -78,        1, (not associated) ,
26:8F:0F:D7:FF:0A, 2022-08-11 23:39:29, 2022-08-11 23:39:29, -82,        2, (not associated) ,
CA:0E:5F:60:CC:6F, 2022-08-11 23:39:31, 2022-08-11 23:39:31, -84,        1, (not associated) ,
1E:EA:D2:D7:2E:A0, 2022-08-11 23:39:18, 2022-08-11 23:39:18, -78,        2, (not associated) ,
D6:03:AE:76:22:96, 2022-08-11 23:39:17, 2022-08-11 23:39:17, -83,        1, (not associated) ,
DA:A1:19:3E:DD:91, 2022-08-11 23:39:05, 2022-08-11 23:39:05, -76,        1, (not associated) ,
EE:2B:24:60:C3:24, 2022-08-11 23:39:06, 2022-08-11 23:39:06, -80,        1, (not associated) ,
8A:29:F9:C3:64:16, 2022-08-11 23:39:07, 2022-08-11 23:39:07, -83,        1, (not associated) ,
EA:9E:09:85:FE:0D, 2022-08-11 23:39:03, 2022-08-11 23:39:03, -86,        1, (not associated) ,
B2:E7:59:3A:8F:32, 2022-08-11 23:38:54, 2022-08-11 23:38:54, -77,        2, (not associated) ,
52:D7:77:D4:CA:3D, 2022-08-11 23:38:52, 2022-08-11 23:38:52, -79,        1, (not associated) ,
C6:24:3C:11:AF:68, 2022-08-11 23:38:51, 2022-08-11 23:38:51, -80,        1, (not associated) ,
CA:FF:FE:5A:5E:4E, 2022-08-11 23:38:42, 2022-08-11 23:38:42, -74,        1, (not associated) ,
96:6D:57:28:62:6C, 2022-08-11 23:38:40, 2022-08-11 23:38:40, -74,        1, (not associated) ,
92:A2:2F:63:20:E5, 2022-08-11 23:38:42, 2022-08-11 23:38:42, -75,        1, (not associated) ,
02:D4:38:71:38:C7, 2022-08-11 23:38:39, 2022-08-11 23:38:39, -77,        1, (not associated) ,
EE:64:95:65:4F:3D, 2022-08-11 23:38:44, 2022-08-11 23:38:44, -82,        2, (not associated) ,
A6:74:7B:FA:B5:4F, 2022-08-11 23:38:41, 2022-08-11 23:38:41, -82,        3, (not associated) ,
AA:A1:07:34:85:57, 2022-08-11 23:38:43, 2022-08-11 23:38:43, -85,        1, (not associated) ,
B6:2F:E7:D9:68:DD, 2022-08-11 23:38:31, 2022-08-11 23:38:31, -77,        1, (not associated) ,
C6:2A:C5:E2:BC:3E, 2022-08-11 23:38:31, 2022-08-11 23:38:31, -78,        2, (not associated) ,
7A:EC:87:FF:10:95, 2022-08-11 23:38:32, 2022-08-11 23:38:32, -79,        1, (not associated) ,
